FAQID,Question,Answer,Category,SubCategory,Keywords,Tags,Priority,CreatedDate,UpdatedDate,Status
2ae3f4b0-5d30-45fe-9ebc-5257c3d195bd,Steps to activate my corporate AMEX credit card while traveling to London?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for corporate AMEX credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"r&d, limit, amex, iphone, may, corporate",#finance;#card;#amex,Medium,2026-01-02 22:23:12,2026-01-02 22:23:12,Published
86431aa8-d5b9-4f7a-af0f-7f836df671c3,How do I edit my direct deposit bank details for the tax year 2024?,"Payroll and tax documents, including direct deposit bank details, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"salary, payslip, bangalore, directdeposit, microsoft teams, android phone",#hr;#payroll;#taxes,High,2026-06-10 22:23:12,2026-06-10 22:23:12,Published
7f942bda-11b2-44be-a64a-d433feb366da,How to increase the limit on my corporate AMEX credit card while traveling to London?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for corporate AMEX credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"operations, corporate, london, amex, jira, august",#finance;#card;#amex,Medium,2026-04-03 22:23:12,2026-04-22 22:23:12,Published
30275537-e671-44a1-bf9a-d26f2442f436,How do I request a calendar delegation in Adobe Creative Cloud on Outlook for Windows Laptop?,"For configurations involving your calendar delegation in Adobe Creative Cloud, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"finance, outlook, adobe creative cloud, permissions, windows laptop, may",#it;#email;#outlook,Low,2026-02-24 22:23:12,2026-02-24 22:23:12,Published
b42a72e9-83e8-43a9-b4c1-c6421f41255e,Troubleshoot access to a mailbox for Microsoft Teams using the web version?,"For configurations involving your mailbox for Microsoft Teams, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"january, mailbox, san francisco, email, shared, calendar",#it;#email;#outlook,Medium,2026-02-02 22:23:12,2026-02-19 22:23:12,Published
4f847280-8c1a-4b55-9419-673899942052,How to log sick leave for annual vacation days during April?,"Time off or leave of absence for annual vacation days must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"android phone, bangalore, leave, sick, finance, workday",#hr;#pto;#leave,Medium,2025-07-27 22:23:12,2025-07-27 22:23:12,Draft
f9868711-f0c4-4bc0-b66b-ba25e0354bbd,How do I request time off for parental bonding time as a full-time employee in San Francisco?,"Time off or leave of absence for parental bonding time must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"timeoff, adobe creative cloud, sick, vacation, sales, august",#hr;#pto;#leave,High,2025-05-04 22:23:12,2025-05-04 22:23:12,Published
74e9615b-d0e6-47c2-bc4e-b0620c37f760,Troubleshooting the AV screen in the team presentation room in the London office?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"booking, london, workday, outlook, room, thinkpad",#facilities;#meeting;#booking,High,2025-08-12 22:23:12,2025-08-12 22:23:12,Archived
745fb177-4e8a-4c25-917b-7e42f09c04d1,Steps to configure a archive folder in Microsoft Teams on Outlook for Android Phone?,"For configurations involving your archive folder in Microsoft Teams, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"outlook, singapore, email, shared, mailbox, customer success",#it;#email;#outlook,Medium,2026-06-04 22:23:12,2026-06-04 22:23:12,Published
f1a833df-6947-45a8-b41e-7d31eadd0f8f,How do I reset my login credentials for SharePoint for my Sales account?,"To perform operations on your login credentials for SharePoint, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"austin, may, reset, mfa, sharepoint, login",#it;#login;#security,Medium,2026-01-09 22:23:12,2026-01-25 22:23:12,Published
2f1c28ba-1768-4d96-a7a7-7f3a82475e2f,How to configure security access for a temporary visitor gate pass requested by the Human Resources team?,Security and badge access for temporary visitor gate pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"badge, london, visitor, june, iphone, human resources",#facilities;#access;#security,Medium,2025-07-30 22:23:12,2025-08-04 22:23:12,Published
5a186ca2-0889-49e2-a9ca-8c105c5ea218,Where can I download my W-2 tax form in the San Francisco division?,"Payroll and tax documents, including W-2 tax form, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"san francisco, slack, w2, legal, windows laptop, directdeposit",#hr;#payroll;#taxes,High,2025-11-22 22:23:12,2025-11-22 22:23:12,Published
81a75dc5-617d-4cd3-be06-6e0709aeeb48,How do I file an expense report for business travel flights in October 2026?,"Submit your claim for business travel flights by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"servicenow, receipt, macbook pro, bangalore, customer success, concur",#finance;#expense;#concur,High,2026-03-07 22:23:12,2026-03-07 22:23:12,Published
cb8a281f-301c-44ef-8f05-8e52cbb88582,How do I request a archive folder in Figma using the web version?,"For configurations involving your archive folder in Figma, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"september, shared, permissions, android phone, operations, outlook",#it;#email;#outlook,Medium,2026-04-22 22:23:12,2026-04-25 22:23:12,Published
4f22a7fb-7667-4f8d-97aa-86fae416a83c,Steps to request access to the datacenter secure access pass for the Singapore office?,Security and badge access for datacenter secure access pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"thinkpad, security, parking, visitor, singapore, badge",#facilities;#access;#security,Medium,2025-06-09 22:23:12,2025-06-09 22:23:12,Published
57b306bb-6527-4d9a-bb6f-e606f54f41f0,Why am I unable to access the office Wi-Fi connection on my iPhone?,"To access the office Wi-Fi connection, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"workday, vpn, access, network, connect, internet",#it;#network;#remote,Low,2025-06-04 22:23:12,2025-06-20 22:23:12,Published
bc1768d6-fedb-4200-b147-c6f26f43f6c8,How do I submit a claim for mental health therapy for my family members?,Health benefits claims for mental health therapy should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"benefits, sharepoint, windows laptop, insurance, health, dental",#hr;#benefits;#insurance,High,2026-06-13 22:23:12,2026-06-13 22:23:12,Published
ac413ca8-b574-440b-a5f7-4d7dec9e512c,Steps to audit my expenses for business travel flights approved in the San Francisco office?,"Submit your claim for business travel flights by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"concur, expense, san francisco, ipad, finance, audit",#finance;#expense;#concur,Low,2025-09-14 22:23:12,2025-09-19 22:23:12,Published
bcabd130-bcb5-44cc-a5fb-8396bd63d8ce,What is the coverage limit for dental cleaning and check-ups for new hires in Singapore?,Health benefits claims for dental cleaning and check-ups should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"android phone, insurance, engineering, figma, medical, dental",#hr;#benefits;#insurance,Medium,2025-11-23 22:23:12,2025-11-30 22:23:12,Published
898bb0dd-e18f-4d23-9355-a67cd2d2ab39,Steps to schedule a large boardroom for the R&D group?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"outlook, booking, toronto, macbook pro, sharepoint, teams",#facilities;#meeting;#booking,Medium,2025-10-05 22:23:12,2025-10-05 22:23:12,Published
15fe01c7-542e-4fbc-9a4d-e0db19ee6ade,Who can help me block my procurement purchasing card for 2025 business operations?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for procurement purchasing card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"october, amex, card, london, corporate, limit",#finance;#card;#amex,Low,2025-12-17 22:23:12,2025-12-22 22:23:12,Published
53fdf306-7c46-4d90-aa15-83b3a8a453f2,Who do I contact about my W-2 tax form in the Sydney division?,"Payroll and tax documents, including W-2 tax form, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"november, tax, salary, w2, payroll, operations",#hr;#payroll;#taxes,High,2026-04-06 22:23:12,2026-04-25 22:23:12,Published
3662edfb-2e14-4521-acbb-d8f66fa72c0f,How to increase the limit on my travel and expense card for 2025 business operations?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for travel and expense card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"ipad, new york, card, credit, finance, october",#finance;#card;#amex,Medium,2026-02-04 22:23:12,2026-02-25 22:23:12,Published
5dee3935-64ba-4ada-bd38-e6718c285dca,How do I apply for a procurement purchasing card while traveling to Munich?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for procurement purchasing card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"iphone, amex, munich, limit, november, outlook",#finance;#card;#amex,Medium,2025-12-02 22:23:12,2025-12-02 22:23:12,Published
21051254-f589-442d-b875-a6f5e797a1c9,Troubleshoot access to a mailbox for SAP Concur using the web version?,"For configurations involving your mailbox for SAP Concur, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"shared, sap concur, permissions, outlook, email, macbook pro",#it;#email;#outlook,High,2026-01-17 22:23:12,2026-02-14 22:23:12,Published
30f6e3af-aca9-4942-b95b-2317e4b0251c,How do I reset my access settings on Salesforce from the Sydney office?,"To perform operations on your access settings on Salesforce, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"reset, security, september, sydney, login, salesforce",#it;#login;#security,Low,2025-09-04 22:23:12,2025-09-04 22:23:12,Published
62b21095-d4b0-404a-a785-c33130e1bc52,How do I file an expense report for home office equipment for the Engineering team?,"Submit your claim for home office equipment by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"finance, concur, receipt, expense, singapore, slack",#finance;#expense;#concur,High,2025-12-13 22:23:12,2025-12-13 22:23:12,Published
23e3e8dd-9fc9-4872-b6aa-f3482abb8066,How do I reset my password for OneDrive on my MacBook Pro?,"To perform operations on your password for OneDrive, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"r&d, credentials, macbook pro, march, login, onedrive",#it;#login;#security,Medium,2025-07-26 22:23:12,2025-08-08 22:23:12,Published
5a30878f-2f7c-4563-85dc-7bb4911ecca6,How do I request time off for parental bonding time for 2025?,"Time off or leave of absence for parental bonding time must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"workday, july, pto, singapore, sick, vacation",#hr;#pto;#leave,Low,2025-12-03 22:23:12,2025-12-03 22:23:12,Published
83fa6aa1-e1a0-416a-a1db-e70cbbf926ec,How do I connect to the secure file sharing server for the Sales team?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"bangalore, zoom, vpn, wifi, network, macbook pro",#it;#network;#remote,Low,2026-02-02 22:23:12,2026-02-17 22:23:12,Published
37ee440d-f486-49b6-9949-8599dd134bf9,How to configure security access for a datacenter secure access pass valid through 2024?,Security and badge access for datacenter secure access pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"office, visitor, outlook, new york, parking, access",#facilities;#access;#security,Low,2026-02-23 22:23:12,2026-02-23 22:23:12,Published
cfac8a78-b194-412c-9eb4-f86bf8860b41,What is the coverage limit for mental health therapy during the 2024 plan year?,Health benefits claims for mental health therapy should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"health, claim, adobe creative cloud, benefits, thinkpad, r&d",#hr;#benefits;#insurance,Medium,2025-08-02 22:23:12,2025-08-02 22:23:12,Published
1cf3352a-0bb6-4a2e-850b-6035c62afedb,Can I set up a shared distribution list for Operations using the web version?,"For configurations involving your distribution list for Operations, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"iphone, shared, outlook, sharepoint, operations, mailbox",#it;#email;#outlook,High,2025-08-04 22:23:12,2025-08-04 22:23:12,Published
4386894e-cd93-4c5b-bbfe-0d436a3c4c59,Steps to apply for a leave of absence for family emergency leave during November?,"Time off or leave of absence for family emergency leave must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"legal, austin, pto, sick, office 365, vacation",#hr;#pto;#leave,Low,2025-11-02 22:23:12,2025-11-25 22:23:12,Published
bc54839f-2e9c-4610-be39-3472ae9ef494,What is the coverage limit for prescription drug costs for my family members?,Health benefits claims for prescription drug costs should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"ipad, february, health, medical, claim, operations",#hr;#benefits;#insurance,Medium,2025-11-08 22:23:12,2025-11-24 22:23:12,Published
40f2d0b4-6e20-4028-a13f-72f5f5d344fa,How to increase the limit on my corporate AMEX credit card while traveling to New York?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for corporate AMEX credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"credit, finance, new york, card, limit, corporate",#finance;#card;#amex,Medium,2025-06-28 22:23:12,2025-07-07 22:23:12,Published
83542f60-ec9c-48c4-9415-5eab2b6aefb8,How to register for vision exam and glasses for new hires in San Francisco?,Health benefits claims for vision exam and glasses should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"claim, figma, android phone, insurance, dental, medical",#hr;#benefits;#insurance,High,2026-01-31 22:23:12,2026-02-10 22:23:12,Published
87ed73f5-94a6-4c87-ba26-c72ae925635e,What is the policy for reserving a large boardroom for the Legal group?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"room, workday, conference, booking, outlook, meeting",#facilities;#meeting;#booking,Medium,2026-01-18 22:23:12,2026-01-18 22:23:12,Published
b270e311-81ea-42e1-ad51-d45bf5b9c42a,How do I apply for a corporate AMEX credit card for 2024 business operations?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for corporate AMEX credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"card, limit, salesforce, september, finance, corporate",#finance;#card;#amex,Medium,2026-03-15 22:23:12,2026-03-15 22:23:12,Published
badb3b3d-ab96-4cc1-b01b-1c777af19bfc,How do I connect to the secure file sharing server while traveling?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"september, connect, internet, human resources, access, macbook pro",#it;#network;#remote,Low,2025-05-06 22:23:12,2025-05-06 22:23:12,Published
349c4425-cb37-478b-b29e-c1e3ab22e597,How do I file an expense report for training courses and conferences approved in the London office?,"Submit your claim for training courses and conferences by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"finance, london, ipad, october, audit, figma",#finance;#expense;#concur,Medium,2026-01-25 22:23:12,2026-02-04 22:23:12,Published
550eaf96-66ff-4045-8754-b558c096a896,Can I set up a shared distribution list for Human Resources on Outlook for Android Phone?,"For configurations involving your distribution list for Human Resources, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"outlook, android phone, github, mailbox, april, singapore",#it;#email;#outlook,High,2025-05-29 22:23:12,2025-06-22 22:23:12,Published
8ee772c7-9c73-45de-a949-ce295b4ad433,How to increase the limit on my department virtual credit card for my role in Legal?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for department virtual credit card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"corporate, android phone, december, card, legal, credit",#finance;#card;#amex,Medium,2025-05-23 22:23:12,2025-06-21 22:23:12,Published
5e672c70-7ce7-450e-b7fd-f1d306a1e6f8,How do I edit my voluntary retirement contributions in the Singapore division?,"Payroll and tax documents, including voluntary retirement contributions, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"github, directdeposit, tax, w2, june, payroll",#hr;#payroll;#taxes,Medium,2026-05-01 22:23:12,2026-05-28 22:23:12,Published
24a7550c-4e80-45fb-a92f-7737893a8576,How to claim reimbursement for annual software subscriptions approved in the New York office?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"reimbursement, ipad, audit, finance, new york, concur",#finance;#expense;#concur,High,2025-10-24 22:23:12,2025-10-24 22:23:12,Published
6f95291d-b4ea-4cc5-9e66-a6b9084eaad8,How to set up the secure file sharing server while traveling?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"network, access, connect, thinkpad, zoom, november",#it;#network;#remote,Medium,2026-01-30 22:23:12,2026-01-30 22:23:12,Published
a59fa595-b43c-4fa5-baec-f63fb4c4abc4,How do I request time off for family emergency leave during April?,"Time off or leave of absence for family emergency leave must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"toronto, jira, sick, macbook pro, timeoff, april",#hr;#pto;#leave,High,2025-08-24 22:23:12,2025-09-18 22:23:12,Published
e1c8d042-1c8e-42ba-a801-03ad6e173fd6,What is the policy for family emergency leave as a full-time employee in Bangalore?,"Time off or leave of absence for family emergency leave must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"iphone, timeoff, workday, vacation, sick, pto",#hr;#pto;#leave,Medium,2025-10-06 22:23:12,2025-10-06 22:23:12,Published
0705a1de-1de8-46d7-b627-02a1c78d9d72,What is the coverage limit for physiotherapy sessions for new hires in Paris?,Health benefits claims for physiotherapy sessions should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"windows laptop, medical, benefits, health, dental, paris",#hr;#benefits;#insurance,Low,2025-09-07 22:23:12,2025-09-27 22:23:12,Draft
5dc334ad-5d02-4d4b-b48e-3d329973f3c1,How do I reset my login credentials for Microsoft Teams while working remotely?,"To perform operations on your login credentials for Microsoft Teams, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"ipad, mfa, security, san francisco, operations, microsoft teams",#it;#login;#security,Low,2026-01-31 22:23:12,2026-01-31 22:23:12,Published
e89ef19c-5248-4179-aefe-86c711f9dccb,Troubleshooting steps for the corporate VPN network from the Munich branch?,"To access the corporate VPN network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"human resources, internet, workday, munich, network, connect",#it;#network;#remote,Low,2026-01-27 22:23:12,2026-01-27 22:23:12,Published
45321e60-23be-434e-b8da-ae41519bef53,Troubleshoot access to a archive folder in Slack on Outlook for iPhone?,"For configurations involving your archive folder in Slack, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"shared, toronto, email, calendar, january, r&d",#it;#email;#outlook,Medium,2026-02-04 22:23:12,2026-02-22 22:23:12,Published
a509616d-4ff4-4cb2-b298-fa92f9dad596,What is the coverage limit for dental cleaning and check-ups under the corporate health plan?,Health benefits claims for dental cleaning and check-ups should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"microsoft teams, london, insurance, dental, september, medical",#hr;#benefits;#insurance,Medium,2026-01-09 22:23:12,2026-01-09 22:23:12,Published
9ab088b5-460d-426a-88f5-a4316a81fe27,Steps to unlock my MFA settings for Adobe Creative Cloud for my Marketing account?,"To perform operations on your MFA settings for Adobe Creative Cloud, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"login, security, windows laptop, adobe creative cloud, credentials, reset",#it;#login;#security,Medium,2025-06-10 22:23:12,2025-06-10 22:23:12,Published
6ac8414d-85f0-4df2-8179-3af0ed41f41e,Troubleshooting steps for the corporate VPN network for the Legal team?,"To access the corporate VPN network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"access, jira, san francisco, internet, connect, october",#it;#network;#remote,Low,2025-08-03 22:23:12,2025-08-09 22:23:12,Published
4f4dfed7-6336-4fc8-b9fd-9e9516e43133,How to configure security access for a building entry security badge for the Singapore office?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"jira, r&d, singapore, parking, security, badge",#facilities;#access;#security,Low,2026-01-04 22:23:12,2026-01-26 22:23:12,Published
54a5b8c3-479d-471b-8ad6-555fb0f26828,Who do I contact about my direct deposit bank details for the tax year 2025?,"Payroll and tax documents, including direct deposit bank details, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"payslip, marketing, macbook pro, tax, microsoft teams, w2",#hr;#payroll;#taxes,Low,2025-05-24 22:23:12,2025-05-24 22:23:12,Published
db60ed51-84d0-401e-8d32-370045aaa181,How do I request time off for medical treatment as a full-time employee in Bangalore?,"Time off or leave of absence for medical treatment must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"pto, september, thinkpad, timeoff, workday, sick",#hr;#pto;#leave,Medium,2026-04-08 22:23:12,2026-04-08 22:23:12,Published
7dd0e945-c99f-4e14-906d-34af89fe4c10,How do I request time off for medical treatment in the Workday system?,"Time off or leave of absence for medical treatment must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"vacation, ipad, november, leave, timeoff, r&d",#hr;#pto;#leave,Low,2025-10-06 22:23:12,2025-10-06 22:23:12,Published
6cbeeb21-8992-4dee-9c50-72de32441f33,Where can I find policies for physiotherapy sessions for new hires in Austin?,Health benefits claims for physiotherapy sessions should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"iphone, health, september, medical, benefits, claim",#hr;#benefits;#insurance,Medium,2025-10-28 22:23:12,2025-10-29 22:23:12,Published
23dae058-0714-4a54-a466-1b7db6eed042,Can I set up a shared calendar delegation in SAP Concur on Outlook for Windows Laptop?,"For configurations involving your calendar delegation in SAP Concur, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"windows laptop, permissions, austin, mailbox, shared, calendar",#it;#email;#outlook,Medium,2025-12-28 22:23:12,2025-12-28 22:23:12,Published
7412a611-730f-412b-9962-ccc6186ac078,What is the policy for reserving a large boardroom in the Toronto office?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with large boardroom, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"room, toronto, teams, finance, macbook pro, conference",#facilities;#meeting;#booking,High,2026-04-15 22:23:12,2026-04-15 22:23:12,Draft
c63a4212-6297-481a-93a5-32ee0d73e9a1,Steps to schedule a team presentation room in the New York office?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"android phone, meeting, room, outlook, workday, booking",#facilities;#meeting;#booking,Medium,2025-10-12 22:23:12,2025-10-24 22:23:12,Published
bdd9fa77-d043-4400-91a6-cf26c6c800e6,How to set up the internal database network on my Windows Laptop?,"To access the internal database network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"bangalore, network, access, vpn, wifi, windows laptop",#it;#network;#remote,Medium,2026-01-01 22:23:12,2026-01-01 22:23:12,Published
89002ad9-94be-476f-8290-cd045f738ad3,Where to replace a lost building entry security badge starting in December?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"iphone, parking, security, new york, december, product management",#facilities;#access;#security,Medium,2025-07-15 22:23:12,2025-07-15 22:23:12,Draft
6c8dbb99-01df-4fbf-93b5-17e9f6432213,Steps to activate my travel and expense card for 2024 business operations?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for travel and expense card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"finance, limit, credit, office 365, august, amex",#finance;#card;#amex,Low,2025-11-16 22:23:12,2025-11-16 22:23:12,Published
78a0fab7-4620-4f14-9cca-44399df78f7b,Where to replace a lost temporary visitor gate pass for the London office?,Security and badge access for temporary visitor gate pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"parking, office, finance, london, visitor, security",#facilities;#access;#security,Medium,2025-05-08 22:23:12,2025-05-18 22:23:12,Published
c6be889b-c5e5-460e-a4d0-c963bb4fd53d,What is the policy for study and exam preparation during February?,"Time off or leave of absence for study and exam preparation must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"timeoff, marketing, workday, leave, android phone, new york",#hr;#pto;#leave,High,2025-10-23 22:23:12,2025-10-23 22:23:12,Published
f39cd777-9683-4105-823a-b20e9b9cb4bc,Where to replace a lost temporary visitor gate pass valid through 2025?,Security and badge access for temporary visitor gate pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"office, new york, iphone, security, r&d, access",#facilities;#access;#security,Low,2025-04-23 22:23:12,2025-05-16 22:23:12,Published
4202e718-db59-4c79-bf0c-064c5ecbd5e6,Steps to apply for a leave of absence for parental bonding time in the Workday system?,"Time off or leave of absence for parental bonding time must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"timeoff, servicenow, pto, sick, human resources, london",#hr;#pto;#leave,Medium,2025-10-02 22:23:12,2025-10-27 22:23:12,Published
ba05cc02-5b2f-499a-b5da-8485a362b67b,Steps to audit my expenses for annual software subscriptions in July 2026?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"expense, reimbursement, concur, finance, toronto, receipt",#finance;#expense;#concur,Low,2026-03-28 22:23:12,2026-04-05 22:23:12,Draft
